id,libelle,description,dateDebut,dateFin,dureValidite,cost,budgetUsed,nbrPage,countContact,deactivatedByGroup,hash,meOnly,lastUpdateStatusAt,createdAt,updatedAt,status_id,campaign_type_permission_id,dureValidité,groupe_id,campaign_type,numero_semaine,annee,mois,event
170,Promo groupe 4 2023-09-10,saison - groupe 4,2023-09-10 08:00:00+00:00,2023-09-12 02:00:00+00:00,48.0,514,374,4,257,False,7ef92880e58a9fce,False,2023-09-10T10:00:00+01:00,2023-09-09T08:00:00+01:00,2023-09-10T10:00:00+01:00,4,7,,4,PROMO,36,2023,9,normal
171,Notif groupe 4 2023-09-28,normal - groupe 4,2023-09-28 08:00:00+00:00,2023-09-30 02:00:00+00:00,48.0,536,500,2,134,False,08e3b18fd32aff40,False,2023-09-28T10:00:00+01:00,2023-09-27T08:00:00+01:00,2023-09-28T10:00:00+01:00,4,8,,4,NOTIF,39,2023,9,normal
172,Promo groupe 4 2023-10-16,normal - groupe 4,2023-10-16 08:00:00+00:00,2023-10-18 02:00:00+00:00,48.0,728,643,3,182,False,498f26d28344adb0,False,2023-10-16T10:00:00+01:00,2023-10-15T08:00:00+01:00,2023-10-16T10:00:00+01:00,4,7,,4,PROMO,42,2023,10,normal
173,Notif groupe 4 2023-11-03,normal - groupe 4,2023-11-03 08:00:00+00:00,2023-11-05 02:00:00+00:00,48.0,756,683,3,189,False,0b1b4ba894d2ed8a,False,2023-11-03T10:00:00+01:00,2023-11-02T08:00:00+01:00,2023-11-03T10:00:00+01:00,4,8,,4,NOTIF,44,2023,11,normal
174,Promo groupe 4 2023-11-21,normal - groupe 4,2023-11-21 08:00:00+00:00,2023-11-23 02:00:00+00:00,48.0,634,546,2,317,False,6ce114590b95fb19,False,2023-11-21T10:00:00+01:00,2023-11-20T08:00:00+01:00,2023-11-21T10:00:00+01:00,4,7,,4,PROMO,47,2023,11,normal
175,Notif groupe 4 2023-12-09,normal - groupe 4,2023-12-09 08:00:00+00:00,2023-12-11 02:00:00+00:00,48.0,1110,837,1,370,False,93019d6609e5264d,False,2023-12-09T10:00:00+01:00,2023-12-08T08:00:00+01:00,2023-12-09T10:00:00+01:00,4,8,,4,NOTIF,49,2023,12,normal
176,Promo groupe 4 2023-12-27,saison - groupe 4,2023-12-27 08:00:00+00:00,2023-12-29 02:00:00+00:00,48.0,904,681,2,452,False,584d8126e5c6ec62,False,2023-12-27T10:00:00+01:00,2023-12-26T08:00:00+01:00,2023-12-27T10:00:00+01:00,4,7,,4,PROMO,52,2023,12,normal
177,Notif groupe 4 2024-01-14,normal - groupe 4,2024-01-14 08:00:00+00:00,2024-01-16 02:00:00+00:00,48.0,500,412,4,250,False,dff17acef3f24f26,False,2024-01-14T10:00:00+01:00,2024-01-13T08:00:00+01:00,2024-01-14T10:00:00+01:00,4,8,,4,NOTIF,2,2024,1,normal
178,Promo groupe 4 2024-02-01,normal - groupe 4,2024-02-01 08:00:00+00:00,2024-02-03 02:00:00+00:00,48.0,741,701,2,247,False,f2ef50dc9f2f338d,False,2024-02-01T10:00:00+01:00,2024-01-31T08:00:00+01:00,2024-02-01T10:00:00+01:00,4,7,,4,PROMO,5,2024,2,normal
179,Notif groupe 4 2024-02-19,normal - groupe 4,2024-02-19 08:00:00+00:00,2024-02-21 02:00:00+00:00,48.0,993,834,3,331,False,8dabc07c69b4121c,False,2024-02-19T10:00:00+01:00,2024-02-18T08:00:00+01:00,2024-02-19T10:00:00+01:00,4,8,,4,NOTIF,8,2024,2,normal
180,Promo groupe 4 2024-03-08,normal - groupe 4,2024-03-08 08:00:00+00:00,2024-03-10 02:00:00+00:00,48.0,414,353,1,207,False,ebdb7bd89f0b023c,False,2024-03-08T10:00:00+01:00,2024-03-07T08:00:00+01:00,2024-03-08T10:00:00+01:00,4,7,,4,PROMO,10,2024,3,normal
181,Notif groupe 4 2024-03-26,saison - groupe 4,2024-03-26 08:00:00+00:00,2024-03-28 02:00:00+00:00,48.0,684,487,1,171,False,39a0cff49e4f6c59,False,2024-03-26T10:00:00+01:00,2024-03-25T08:00:00+01:00,2024-03-26T10:00:00+01:00,4,8,,4,NOTIF,13,2024,3,normal
182,Promo groupe 4 2024-04-13,saison - groupe 4,2024-04-13 08:00:00+00:00,2024-04-15 02:00:00+00:00,48.0,968,751,4,484,False,346c05bc62da29f3,False,2024-04-13T10:00:00+01:00,2024-04-12T08:00:00+01:00,2024-04-13T10:00:00+01:00,4,7,,4,PROMO,15,2024,4,normal
183,Notif groupe 4 2024-05-01,saison - groupe 4,2024-05-01 08:00:00+00:00,2024-05-03 02:00:00+00:00,48.0,1258,911,3,629,False,443bc089044df1e0,False,2024-05-01T10:00:00+01:00,2024-04-30T08:00:00+01:00,2024-05-01T10:00:00+01:00,4,8,,4,NOTIF,18,2024,5,normal
184,Promo groupe 4 2024-05-19,normal - groupe 4,2024-05-19 08:00:00+00:00,2024-05-21 02:00:00+00:00,48.0,760,568,4,190,False,15956c9bc9b46eb8,False,2024-05-19T10:00:00+01:00,2024-05-18T08:00:00+01:00,2024-05-19T10:00:00+01:00,4,7,,4,PROMO,20,2024,5,normal
185,Notif groupe 4 2024-06-06,normal - groupe 4,2024-06-06 08:00:00+00:00,2024-06-08 02:00:00+00:00,48.0,540,415,1,270,False,ef6c77139060b83e,False,2024-06-06T10:00:00+01:00,2024-06-05T08:00:00+01:00,2024-06-06T10:00:00+01:00,4,8,,4,NOTIF,23,2024,6,normal
186,Promo groupe 4 2024-06-24,normal - groupe 4,2024-06-24 08:00:00+00:00,2024-06-26 02:00:00+00:00,48.0,464,429,3,232,False,c1ef4a314841c14e,False,2024-06-24T10:00:00+01:00,2024-06-23T08:00:00+01:00,2024-06-24T10:00:00+01:00,4,7,,4,PROMO,26,2024,6,normal
187,Notif groupe 4 2024-07-12,normal - groupe 4,2024-07-12 08:00:00+00:00,2024-07-14 02:00:00+00:00,48.0,456,371,2,152,False,a54efaaa7a303c8d,False,2024-07-12T10:00:00+01:00,2024-07-11T08:00:00+01:00,2024-07-12T10:00:00+01:00,4,8,,4,NOTIF,28,2024,7,normal
188,Promo groupe 4 2024-07-30,normal - groupe 4,2024-07-30 08:00:00+00:00,2024-08-01 02:00:00+00:00,48.0,564,499,1,141,False,5e63c0c3dfeea8f5,False,2024-07-30T10:00:00+01:00,2024-07-29T08:00:00+01:00,2024-07-30T10:00:00+01:00,4,7,,4,PROMO,31,2024,7,normal
189,Notif groupe 4 2024-08-17,normal - groupe 4,2024-08-17 08:00:00+00:00,2024-08-19 02:00:00+00:00,48.0,646,454,1,323,False,16fc45e5ab7ce416,False,2024-08-17T10:00:00+01:00,2024-08-16T08:00:00+01:00,2024-08-17T10:00:00+01:00,4,8,,4,NOTIF,33,2024,8,normal
190,Promo groupe 4 2024-09-04,saison - groupe 4,2024-09-04 08:00:00+00:00,2024-09-06 02:00:00+00:00,48.0,840,770,3,280,False,76000ef3620d417d,False,2024-09-04T10:00:00+01:00,2024-09-03T08:00:00+01:00,2024-09-04T10:00:00+01:00,4,7,,4,PROMO,36,2024,9,normal
191,Notif groupe 4 2024-09-22,normal - groupe 4,2024-09-22 08:00:00+00:00,2024-09-24 02:00:00+00:00,48.0,436,381,4,218,False,de136d6d5a9e8c8a,False,2024-09-22T10:00:00+01:00,2024-09-21T08:00:00+01:00,2024-09-22T10:00:00+01:00,4,8,,4,NOTIF,38,2024,9,normal
192,Promo groupe 4 2024-10-10,normal - groupe 4,2024-10-10 08:00:00+00:00,2024-10-12 02:00:00+00:00,48.0,448,391,2,112,False,752563e144d07453,False,2024-10-10T10:00:00+01:00,2024-10-09T08:00:00+01:00,2024-10-10T10:00:00+01:00,4,7,,4,PROMO,41,2024,10,normal
193,Notif groupe 4 2024-10-28,normal - groupe 4,2024-10-28 08:00:00+00:00,2024-10-30 02:00:00+00:00,48.0,339,294,1,113,False,139e8bb5d1e01957,False,2024-10-28T10:00:00+01:00,2024-10-27T08:00:00+01:00,2024-10-28T10:00:00+01:00,4,8,,4,NOTIF,44,2024,10,normal
194,Promo groupe 4 2024-11-15,normal - groupe 4,2024-11-15 08:00:00+00:00,2024-11-17 02:00:00+00:00,48.0,297,240,4,99,False,25f3f37ebd84821b,False,2024-11-15T10:00:00+01:00,2024-11-14T08:00:00+01:00,2024-11-15T10:00:00+01:00,4,7,,4,PROMO,46,2024,11,normal
195,Notif groupe 4 2024-12-03,normal - groupe 4,2024-12-03 08:00:00+00:00,2024-12-05 02:00:00+00:00,48.0,582,548,1,291,False,32deef2d16d23eec,False,2024-12-03T10:00:00+01:00,2024-12-02T08:00:00+01:00,2024-12-03T10:00:00+01:00,4,8,,4,NOTIF,49,2024,12,normal
196,Promo groupe 4 2024-12-21,normal - groupe 4,2024-12-21 08:00:00+00:00,2024-12-23 02:00:00+00:00,48.0,336,294,4,112,False,59ffc3165cfb6e34,False,2024-12-21T10:00:00+01:00,2024-12-20T08:00:00+01:00,2024-12-21T10:00:00+01:00,4,7,,4,PROMO,51,2024,12,normal
197,Notif groupe 4 2025-01-08,normal - groupe 4,2025-01-08 08:00:00+00:00,2025-01-10 02:00:00+00:00,48.0,549,387,3,183,False,b66e9aac792b281a,False,2025-01-08T10:00:00+01:00,2025-01-07T08:00:00+01:00,2025-01-08T10:00:00+01:00,4,8,,4,NOTIF,2,2025,1,normal
198,Promo groupe 4 2025-01-26,normal - groupe 4,2025-01-26 08:00:00+00:00,2025-01-28 02:00:00+00:00,48.0,352,307,1,176,False,3f22f1c927f40b3a,False,2025-01-26T10:00:00+01:00,2025-01-25T08:00:00+01:00,2025-01-26T10:00:00+01:00,4,7,,4,PROMO,4,2025,1,normal
199,Notif groupe 4 2025-02-13,normal - groupe 4,2025-02-13 08:00:00+00:00,2025-02-15 02:00:00+00:00,48.0,408,370,4,102,False,26dbfe12c76aaad5,False,2025-02-13T10:00:00+01:00,2025-02-12T08:00:00+01:00,2025-02-13T10:00:00+01:00,4,8,,4,NOTIF,7,2025,2,normal
200,Promo groupe 4 2025-03-03,normal - groupe 4,2025-03-03 08:00:00+00:00,2025-03-05 02:00:00+00:00,48.0,1464,1203,2,366,False,5ba46d5616fd128c,False,2025-03-03T10:00:00+01:00,2025-03-02T08:00:00+01:00,2025-03-03T10:00:00+01:00,4,7,,4,PROMO,10,2025,3,normal
201,Notif groupe 4 2025-03-21,saison - groupe 4,2025-03-21 08:00:00+00:00,2025-03-23 02:00:00+00:00,48.0,561,443,3,187,False,6b59764a5b32e4fe,False,2025-03-21T10:00:00+01:00,2025-03-20T08:00:00+01:00,2025-03-21T10:00:00+01:00,4,8,,4,NOTIF,12,2025,3,normal
202,Promo groupe 4 2025-04-08,saison - groupe 4,2025-04-08 08:00:00+00:00,2025-04-10 02:00:00+00:00,48.0,2064,1725,3,688,False,8ccac4f610df3ec2,False,2025-04-08T10:00:00+01:00,2025-04-07T08:00:00+01:00,2025-04-08T10:00:00+01:00,4,7,,4,PROMO,15,2025,4,normal
203,Notif groupe 4 2025-04-26,normal - groupe 4,2025-04-26 08:00:00+00:00,2025-04-28 02:00:00+00:00,48.0,1080,904,2,270,False,d9033f50467d8f9e,False,2025-04-26T10:00:00+01:00,2025-04-25T08:00:00+01:00,2025-04-26T10:00:00+01:00,4,8,,4,NOTIF,17,2025,4,normal
204,Promo groupe 4 2025-05-14,normal - groupe 4,2025-05-14 08:00:00+00:00,2025-05-16 02:00:00+00:00,48.0,976,839,4,244,False,b5a9808def3d8f13,False,2025-05-14T10:00:00+01:00,2025-05-13T08:00:00+01:00,2025-05-14T10:00:00+01:00,4,7,,4,PROMO,20,2025,5,normal
205,Notif groupe 4 2025-06-01,normal - groupe 4,2025-06-01 08:00:00+00:00,2025-06-03 02:00:00+00:00,48.0,676,541,4,169,False,754cca116539cc59,False,2025-06-01T10:00:00+01:00,2025-05-31T08:00:00+01:00,2025-06-01T10:00:00+01:00,4,8,,4,NOTIF,22,2025,6,normal
206,Promo groupe 4 2025-06-19,saison - groupe 4,2025-06-19 08:00:00+00:00,2025-06-21 02:00:00+00:00,48.0,1233,908,4,411,False,4047fbf998aef682,False,2025-06-19T10:00:00+01:00,2025-06-18T08:00:00+01:00,2025-06-19T10:00:00+01:00,4,7,,4,PROMO,25,2025,6,normal
207,Notif groupe 4 2025-07-07,normal - groupe 4,2025-07-07 08:00:00+00:00,2025-07-09 02:00:00+00:00,48.0,1071,846,4,357,False,44c9a6bea103090f,False,2025-07-07T10:00:00+01:00,2025-07-06T08:00:00+01:00,2025-07-07T10:00:00+01:00,4,8,,4,NOTIF,28,2025,7,normal
208,Promo groupe 4 2025-07-25,normal - groupe 4,2025-07-25 08:00:00+00:00,2025-07-27 02:00:00+00:00,48.0,496,378,2,124,False,3e2939e870efc23d,False,2025-07-25T10:00:00+01:00,2025-07-24T08:00:00+01:00,2025-07-25T10:00:00+01:00,4,7,,4,PROMO,30,2025,7,normal
209,Notif groupe 4 2025-08-12,normal - groupe 4,2025-08-12 08:00:00+00:00,2025-08-14 02:00:00+00:00,48.0,750,646,4,250,False,ff80a43abf1aac91,False,2025-08-12T10:00:00+01:00,2025-08-11T08:00:00+01:00,2025-08-12T10:00:00+01:00,4,8,,4,NOTIF,33,2025,8,normal
210,Promo groupe 4 2025-08-30,normal - groupe 4,2025-08-30 08:00:00+00:00,2025-09-01 02:00:00+00:00,48.0,1424,1055,1,356,False,bebb37f0ba828034,False,2025-08-30T10:00:00+01:00,2025-08-29T08:00:00+01:00,2025-08-30T10:00:00+01:00,4,7,,4,PROMO,35,2025,8,normal
211,Notif groupe 4 2025-09-17,normal - groupe 4,2025-09-17 08:00:00+00:00,2025-09-19 02:00:00+00:00,48.0,1020,948,2,255,False,8a69c642c1d88856,False,2025-09-17T10:00:00+01:00,2025-09-16T08:00:00+01:00,2025-09-17T10:00:00+01:00,4,8,,4,NOTIF,38,2025,9,normal
212,Promo groupe 4 2025-10-05,normal - groupe 4,2025-10-05 08:00:00+00:00,2025-10-07 02:00:00+00:00,48.0,1158,966,2,386,False,c6eabbad1cb3963f,False,2025-10-05T10:00:00+01:00,2025-10-04T08:00:00+01:00,2025-10-05T10:00:00+01:00,4,7,,4,PROMO,40,2025,10,normal
213,Notif groupe 4 2025-10-23,normal - groupe 4,2025-10-23 08:00:00+00:00,2025-10-25 02:00:00+00:00,48.0,746,704,2,373,False,2356708b24077801,False,2025-10-23T10:00:00+01:00,2025-10-22T08:00:00+01:00,2025-10-23T10:00:00+01:00,4,8,,4,NOTIF,43,2025,10,normal
214,Promo groupe 4 2025-11-10,normal - groupe 4,2025-11-10 08:00:00+00:00,2025-11-12 02:00:00+00:00,48.0,564,510,1,282,False,1b7550716f26a4c4,False,2025-11-10T10:00:00+01:00,2025-11-09T08:00:00+01:00,2025-11-10T10:00:00+01:00,4,7,,4,PROMO,46,2025,11,normal
215,Notif groupe 4 2025-11-28,normal - groupe 4,2025-11-28 08:00:00+00:00,2025-11-30 02:00:00+00:00,48.0,1344,954,1,336,False,d1ee6a8f5b1dc6f7,False,2025-11-28T10:00:00+01:00,2025-11-27T08:00:00+01:00,2025-11-28T10:00:00+01:00,4,8,,4,NOTIF,48,2025,11,normal
216,Promo groupe 4 2025-12-16,normal - groupe 4,2025-12-16 08:00:00+00:00,2025-12-18 02:00:00+00:00,48.0,748,571,2,374,False,4996188c834e2f03,False,2025-12-16T10:00:00+01:00,2025-12-15T08:00:00+01:00,2025-12-16T10:00:00+01:00,4,7,,4,PROMO,51,2025,12,normal
217,Notif groupe 4 2026-01-03,saison - groupe 4,2026-01-03 08:00:00+00:00,2026-01-05 02:00:00+00:00,48.0,1176,1031,3,294,False,b06d10750079536d,False,2026-01-03T10:00:00+01:00,2026-01-02T08:00:00+01:00,2026-01-03T10:00:00+01:00,4,8,,4,NOTIF,1,2026,1,normal
218,Promo groupe 4 2026-01-21,normal - groupe 4,2026-01-21 08:00:00+00:00,2026-01-23 02:00:00+00:00,48.0,660,515,3,330,False,8481751ea90e4d3e,False,2026-01-21T10:00:00+01:00,2026-01-20T08:00:00+01:00,2026-01-21T10:00:00+01:00,4,7,,4,PROMO,4,2026,1,normal
219,Notif groupe 4 2026-02-08,normal - groupe 4,2026-02-08 08:00:00+00:00,2026-02-10 02:00:00+00:00,48.0,1080,897,4,360,False,1c2542102d2bd199,False,2026-02-08T10:00:00+01:00,2026-02-07T08:00:00+01:00,2026-02-08T10:00:00+01:00,4,8,,4,NOTIF,6,2026,2,normal
220,Promo groupe 4 2026-02-26,normal - groupe 4,2026-02-26 08:00:00+00:00,2026-02-28 02:00:00+00:00,48.0,768,605,4,192,False,b579bf08d48cd867,False,2026-02-26T10:00:00+01:00,2026-02-25T08:00:00+01:00,2026-02-26T10:00:00+01:00,4,7,,4,PROMO,9,2026,2,normal
221,Notif groupe 4 2026-03-16,saison - groupe 4,2026-03-16 08:00:00+00:00,2026-03-18 02:00:00+00:00,48.0,482,414,4,241,False,ddfb6e83db73345b,False,2026-03-16T10:00:00+01:00,2026-03-15T08:00:00+01:00,2026-03-16T10:00:00+01:00,4,8,,4,NOTIF,12,2026,3,normal
222,Promo groupe 4 2026-04-03,saison - groupe 4,2026-04-03 08:00:00+00:00,2026-04-05 02:00:00+00:00,48.0,1396,1289,2,349,False,fb666ab1c6693e07,False,2026-04-03T10:00:00+01:00,2026-04-02T08:00:00+01:00,2026-04-03T10:00:00+01:00,4,7,,4,PROMO,14,2026,4,normal
223,Notif groupe 4 2026-04-21,saison - groupe 4,2026-04-21 08:00:00+00:00,2026-04-23 02:00:00+00:00,48.0,704,633,4,176,False,efd2a768554ae29b,False,2026-04-21T10:00:00+01:00,2026-04-20T08:00:00+01:00,2026-04-21T10:00:00+01:00,4,8,,4,NOTIF,17,2026,4,normal
224,Promo groupe 5 2023-01-01,saison - groupe 5,2023-01-01 08:00:00+00:00,2023-01-03 02:00:00+00:00,48.0,458,400,3,229,False,81ae87165ffdaf55,False,2023-01-01T10:00:00+01:00,2022-12-31T08:00:00+01:00,2023-01-01T10:00:00+01:00,4,9,,5,PROMO,52,2023,1,normal
225,Notif groupe 5 2023-03-02,normal - groupe 5,2023-03-02 08:00:00+00:00,2023-03-04 02:00:00+00:00,48.0,609,472,2,203,False,a11a7daf410eadac,False,2023-03-02T10:00:00+01:00,2023-03-01T08:00:00+01:00,2023-03-02T10:00:00+01:00,4,10,,5,NOTIF,9,2023,3,normal
226,Promo groupe 5 2023-05-01,saison - groupe 5,2023-05-01 08:00:00+00:00,2023-05-03 02:00:00+00:00,48.0,2424,1755,2,606,False,b43775e40452e0da,False,2023-05-01T10:00:00+01:00,2023-04-30T08:00:00+01:00,2023-05-01T10:00:00+01:00,4,9,,5,PROMO,18,2023,5,normal
227,Notif groupe 5 2023-06-30,normal - groupe 5,2023-06-30 08:00:00+00:00,2023-07-02 02:00:00+00:00,48.0,184,130,1,92,False,63002d46fa74d43f,False,2023-06-30T10:00:00+01:00,2023-06-29T08:00:00+01:00,2023-06-30T10:00:00+01:00,4,10,,5,NOTIF,26,2023,6,normal
228,Promo groupe 5 2023-08-29,normal - groupe 5,2023-08-29 08:00:00+00:00,2023-08-31 02:00:00+00:00,48.0,372,337,1,186,False,b5b2cfbaa85c6e18,False,2023-08-29T10:00:00+01:00,2023-08-28T08:00:00+01:00,2023-08-29T10:00:00+01:00,4,9,,5,PROMO,35,2023,8,normal
229,Notif groupe 5 2023-10-28,normal - groupe 5,2023-10-28 08:00:00+00:00,2023-10-30 02:00:00+00:00,48.0,342,278,1,114,False,3d315370e3e6365b,False,2023-10-28T10:00:00+01:00,2023-10-27T08:00:00+01:00,2023-10-28T10:00:00+01:00,4,10,,5,NOTIF,43,2023,10,normal
230,Promo groupe 5 2023-12-27,saison - groupe 5,2023-12-27 08:00:00+00:00,2023-12-29 02:00:00+00:00,48.0,1686,1459,1,562,False,44af67512b5c1749,False,2023-12-27T10:00:00+01:00,2023-12-26T08:00:00+01:00,2023-12-27T10:00:00+01:00,4,9,,5,PROMO,52,2023,12,normal
231,Notif groupe 5 2024-02-25,normal - groupe 5,2024-02-25 08:00:00+00:00,2024-02-27 02:00:00+00:00,48.0,1155,907,3,385,False,f68640278f970331,False,2024-02-25T10:00:00+01:00,2024-02-24T08:00:00+01:00,2024-02-25T10:00:00+01:00,4,10,,5,NOTIF,8,2024,2,normal
232,Promo groupe 5 2024-04-25,saison - groupe 5,2024-04-25 08:00:00+00:00,2024-04-27 02:00:00+00:00,48.0,1227,990,4,409,False,14e13b484ff28399,False,2024-04-25T10:00:00+01:00,2024-04-24T08:00:00+01:00,2024-04-25T10:00:00+01:00,4,9,,5,PROMO,17,2024,4,normal
233,Notif groupe 5 2024-06-24,normal - groupe 5,2024-06-24 08:00:00+00:00,2024-06-26 02:00:00+00:00,48.0,1576,1119,4,394,False,be92342657bb0762,False,2024-06-24T10:00:00+01:00,2024-06-23T08:00:00+01:00,2024-06-24T10:00:00+01:00,4,10,,5,NOTIF,26,2024,6,normal
234,Promo groupe 5 2024-08-23,normal - groupe 5,2024-08-23 08:00:00+00:00,2024-08-25 02:00:00+00:00,48.0,288,224,1,96,False,7ecd35df312c4ef1,False,2024-08-23T10:00:00+01:00,2024-08-22T08:00:00+01:00,2024-08-23T10:00:00+01:00,4,9,,5,PROMO,34,2024,8,normal
235,Notif groupe 5 2024-10-22,normal - groupe 5,2024-10-22 08:00:00+00:00,2024-10-24 02:00:00+00:00,48.0,840,687,4,210,False,3fd1d2a2426cfabf,False,2024-10-22T10:00:00+01:00,2024-10-21T08:00:00+01:00,2024-10-22T10:00:00+01:00,4,10,,5,NOTIF,43,2024,10,normal
236,Promo groupe 5 2024-12-21,normal - groupe 5,2024-12-21 08:00:00+00:00,2024-12-23 02:00:00+00:00,48.0,710,572,3,355,False,5f91788d7cb1468c,False,2024-12-21T10:00:00+01:00,2024-12-20T08:00:00+01:00,2024-12-21T10:00:00+01:00,4,9,,5,PROMO,51,2024,12,normal
237,Notif groupe 5 2025-02-19,normal - groupe 5,2025-02-19 08:00:00+00:00,2025-02-21 02:00:00+00:00,48.0,662,526,4,331,False,ceb6378abb42682f,False,2025-02-19T10:00:00+01:00,2025-02-18T08:00:00+01:00,2025-02-19T10:00:00+01:00,4,10,,5,NOTIF,8,2025,2,normal
238,Promo groupe 5 2025-04-20,saison - groupe 5,2025-04-20 08:00:00+00:00,2025-04-22 02:00:00+00:00,48.0,816,622,1,272,False,7a0c78df24102f83,False,2025-04-20T10:00:00+01:00,2025-04-19T08:00:00+01:00,2025-04-20T10:00:00+01:00,4,9,,5,PROMO,16,2025,4,normal
239,Notif groupe 5 2025-06-19,saison - groupe 5,2025-06-19 08:00:00+00:00,2025-06-21 02:00:00+00:00,48.0,390,343,1,195,False,f4b3b7bf14cd62a7,False,2025-06-19T10:00:00+01:00,2025-06-18T08:00:00+01:00,2025-06-19T10:00:00+01:00,4,10,,5,NOTIF,25,2025,6,normal
240,Promo groupe 5 2025-08-18,normal - groupe 5,2025-08-18 08:00:00+00:00,2025-08-20 02:00:00+00:00,48.0,936,830,2,312,False,db95610ea45e5409,False,2025-08-18T10:00:00+01:00,2025-08-17T08:00:00+01:00,2025-08-18T10:00:00+01:00,4,9,,5,PROMO,34,2025,8,normal
241,Notif groupe 5 2025-10-17,normal - groupe 5,2025-10-17 08:00:00+00:00,2025-10-19 02:00:00+00:00,48.0,1167,826,3,389,False,3cf6289820e808d2,False,2025-10-17T10:00:00+01:00,2025-10-16T08:00:00+01:00,2025-10-17T10:00:00+01:00,4,10,,5,NOTIF,42,2025,10,normal
242,Promo groupe 5 2025-12-16,normal - groupe 5,2025-12-16 08:00:00+00:00,2025-12-18 02:00:00+00:00,48.0,1448,1322,2,362,False,9de183eb9af31ef9,False,2025-12-16T10:00:00+01:00,2025-12-15T08:00:00+01:00,2025-12-16T10:00:00+01:00,4,9,,5,PROMO,51,2025,12,normal
243,Notif groupe 5 2026-02-14,normal - groupe 5,2026-02-14 08:00:00+00:00,2026-02-16 02:00:00+00:00,,1182,855,2,394,False,0d24dc5a0cbda20e,False,2026-02-14T10:00:00+01:00,2026-02-13T08:00:00+01:00,2026-02-14T10:00:00+01:00,4,10,48.0,5,NOTIF,7,2026,2,normal
244,Promo groupe 5 2026-04-15,saison - groupe 5,2026-04-15 08:00:00+00:00,2026-04-17 02:00:00+00:00,48.0,3368,3015,4,842,False,547274b2fa8e900a,False,2026-04-15T10:00:00+01:00,2026-04-14T08:00:00+01:00,2026-04-15T10:00:00+01:00,4,9,,5,PROMO,16,2026,4,normal
